st,sex,age,marst,gedu_lvl,tedu_lvl,curr_att,sas,ind_sas,ocu_sas,wrk_365,evr_wrk,ern_reg,ern_self,tothrs_wrk,totadl_wrk,dur_unp,eff_pas,voc,voc_fld,voc_typ
27,1,36,2,08,01,12,,,,1,,45000,0,60,0,,,1,09,3
18,1,30,1,06,01,,,,,1,,0,0,62,0,,,4,,
24,2,28,2,07,01,14,,,,1,,0,3000,39,0,,,6,,
27,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
06,1,72,2,06,01,,,,,,1,0,0,0,0,,,,,
23,1,17,1,10,01,12,,,,1,,0,0,0,0,,,6,,
10,2,24,2,01,01,03,,,,,2,0,0,0,0,,,6,,
08,2,60,2,06,01,,21,01111,631,1,,0,3500,70,0,,,,,
24,2,60,2,01,01,,,,,,2,0,0,0,0,,,,,
07,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
12,2,34,2,12,01,,,,,,2,0,0,0,0,5,2,6,,
01,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,1,40,2,07,01,,,,,1,,15000,0,48,0,,,6,,
28,2,35,2,08,01,14,,,,1,,0,7000,42,0,,,4,,
33,1,41,2,10,01,,51,49224,832,1,,0,3400,37,0,,,1,99,3
06,2,45,2,13,01,,,,,1,,20000,0,0,0,,,1,99,3
23,2,25,2,08,01,14,,,,,2,0,0,0,0,,,6,,
01,1,0,1,01,01,05,,,,,,0,0,0,0,,,,,
23,1,43,2,01,01,13,,,,1,,0,17710,51,0,,,2,,
27,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
18,1,35,2,10,01,12,,,,1,,16000,0,48,0,,,6,,
29,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,34,2,01,01,14,,,,,2,0,0,0,0,,,6,,
29,1,20,1,10,01,12,,,,1,,0,10000,24,0,,,6,,
10,1,23,2,10,01,15,21,01140,611,1,,0,20000,72,0,,,3,,
27,1,25,2,07,01,12,,,,1,,0,22000,77,0,,,4,,
32,1,31,2,12,01,16,,,,1,,42000,0,45,0,,,6,,
19,1,45,2,07,01,12,,,,1,,0,0,38,0,,,2,,
09,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,1,44,2,08,01,,,,,1,,0,0,48,0,,,4,,
09,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,5,1,04,01,23,,,,,2,0,0,0,0,,,,,
23,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
08,1,50,2,05,01,,,,,1,,0,14000,21,0,,,2,,
23,1,0,1,01,01,05,,,,,,0,0,0,0,,,,,
29,2,55,2,06,01,12,,,,1,,5000,0,48,0,,,3,,
08,1,64,2,10,01,,,,,,1,0,0,0,0,,,,,
19,2,48,2,07,01,14,,,,1,,0,3000,21,15,,,5,,
09,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,1,20,1,10,01,31,11,47211,522,1,,0,12000,38,0,,,6,,
27,1,23,1,06,01,12,,,,1,,15000,0,49,0,,,5,,
09,1,5,1,01,01,24,,,,,2,0,0,0,0,,,,,
09,1,18,1,10,01,12,,,,1,,0,0,0,0,,,6,,
24,1,55,2,12,01,12,,,,1,,0,16500,33,0,,,2,,
33,1,56,2,10,01,12,,,,1,,0,15000,47,0,,,6,,
19,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
27,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
22,1,22,1,08,01,12,,,,1,,0,0,53,0,,,6,,
10,2,34,2,06,01,14,,,,,2,0,0,0,0,,,6,,
23,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,2,36,2,01,01,,21,01113,611,1,,0,0,22,0,,,2,,
18,1,3,1,01,01,23,,,,,,0,0,0,0,,,,,
22,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
33,2,35,4,10,01,,,,,1,,0,0,33,0,,,2,,
09,1,30,2,10,01,14,,,,1,,0,0,42,0,,,6,,
27,2,22,1,12,01,14,,,,,2,0,0,0,0,,,6,,
23,2,35,2,12,01,,21,01111,611,1,,0,0,0,0,,,2,,
06,2,52,2,06,01,14,,,,,2,0,0,0,0,,,6,,
10,2,24,1,12,01,14,,,,,2,0,0,0,0,,,6,,
28,2,46,2,01,01,,,,,1,,0,0,17,0,,,6,,
08,2,20,2,01,01,04,21,01111,611,1,,0,0,25,0,,,2,,
22,1,55,2,10,01,15,,,,1,,60000,0,48,0,,,4,,
18,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
22,2,21,1,12,01,32,31,85102,234,1,,9000,0,48,0,,,4,,
10,2,65,2,01,01,,,,,,2,0,0,0,0,,,,,
23,2,24,1,12,01,15,,,,,2,0,0,0,0,,,6,,
10,1,28,2,07,01,12,,,,1,,10000,0,56,0,,,2,,
10,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,22,2,10,01,31,,,,,2,0,0,0,0,,,6,,
06,1,42,2,05,01,,,,,1,,0,12000,51,0,,,6,,
08,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
19,2,4,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,65,3,07,01,,,,,,2,0,0,0,0,,,,,
19,2,36,2,05,01,,,,,1,,0,7500,44,0,,,4,,
36,1,26,1,12,01,15,,,,,2,0,0,0,0,4,5,6,,
19,1,25,1,06,01,12,,,,,2,0,0,0,0,4,1,6,,
08,1,22,2,10,01,12,,,,1,,0,0,31,0,,,6,,
09,2,27,2,12,01,16,,,,,2,0,0,28,0,,,6,,
23,1,48,2,07,01,,,,,1,,0,20000,58,0,,,4,,
09,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
10,2,25,2,07,01,14,,,,1,,0,1200,21,0,,,6,,
18,1,25,1,12,01,16,,,,1,,0,0,0,0,,,6,,
09,2,37,2,08,01,14,,,,,2,0,0,0,0,,,6,,
18,2,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
28,2,78,3,01,01,,,,,,1,0,0,0,0,,,,,
09,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,12,1,05,01,24,,,,,2,0,0,0,0,,,6,,
22,2,45,2,08,01,,,,,1,,0,5500,56,0,,,2,,
27,2,47,2,07,01,,,,,,2,0,0,0,0,,,6,,
28,2,60,3,01,01,,21,01137,611,1,,0,0,0,0,,,,,
10,2,28,2,01,01,05,,,,,2,0,0,0,0,,,6,,
14,2,36,1,12,01,,,,,1,,16529,0,48,0,,,5,,
10,2,16,1,07,01,26,,,,,2,0,0,0,0,,,6,,
10,2,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
19,1,36,2,08,01,12,,,,1,,25000,0,48,0,,,1,09,3
10,1,30,2,10,01,,,,,1,,0,12000,42,28,,,2,,
20,2,35,2,08,01,,,,,1,,0,0,0,0,,,6,,
32,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
03,2,38,2,11,01,,,,,,2,0,0,0,0,,,1,99,3
27,2,20,2,07,01,14,,,,,2,0,0,0,0,,,6,,
19,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
33,1,30,2,10,01,,,,,1,,32500,0,40,0,,,6,,
24,1,37,2,10,01,12,,,,2,,0,40000,48,0,,,3,,
19,2,33,2,07,01,14,,,,,2,0,0,0,0,,,6,,
10,1,42,2,07,01,,,,,1,,15000,0,56,0,,,4,,
02,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,2,67,3,01,01,,,,,,2,0,0,0,0,,,,,
36,1,70,2,12,01,,,,,,1,0,0,0,0,,,,,
29,2,27,2,10,01,12,,,,1,,0,4500,37,0,,,6,,
20,1,46,2,13,04,12,,,,1,,0,180000,54,0,,,1,10,3
09,1,40,1,01,01,,,,,1,,0,0,10,0,,,2,,
21,2,60,2,01,01,,,,,1,,0,0,38,0,,,,,
09,1,41,2,07,01,12,11,01124,631,1,,0,70000,64,0,,,6,,
18,2,24,1,10,01,31,,,,,2,0,0,0,0,,,6,,
24,1,32,2,08,01,12,,,,1,,0,15000,35,0,,,3,,
08,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
18,2,28,2,12,01,14,,,,,2,0,0,0,0,,,6,,
28,1,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
10,1,65,2,07,01,,,,,,1,0,0,0,0,,,,,
09,2,02,1,01,01,05,,,,,,0,0,0,0,,,,,
06,1,69,2,08,01,,,,,,1,0,0,0,0,,,,,
36,1,20,1,10,01,29,,,,,2,0,0,0,0,,,6,,
22,1,43,2,12,01,,,,,1,,0,12580,2,0,,,2,,
19,1,63,2,07,01,,,,,,1,0,0,0,0,,,,,
31,2,26,2,12,11,16,,,,1,,12000,0,32,0,,,1,99,3
20,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,1,20,1,10,01,14,,,,1,,6000,0,48,0,,,4,,
23,2,39,2,05,01,14,21,01500,613,1,,0,0,34,0,,,6,,
18,2,28,2,05,01,14,,,,,2,0,0,0,0,,,6,,
08,1,60,2,01,01,,,,,1,,0,0,56,0,,,,,
06,1,50,2,08,01,12,,,,1,,0,17000,62,0,,,4,,
22,2,22,1,10,01,14,,,,,2,0,0,0,0,,,6,,
23,2,48,2,01,01,,,,,1,,0,0,25,0,,,2,,
20,2,45,2,07,01,14,,,,,2,0,0,0,0,,,6,,
22,2,45,3,01,01,,51,23921,933,1,,0,0,30,0,,,4,,
19,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
29,1,25,1,10,01,12,,,,1,,0,0,32,0,,,6,,
23,2,62,2,06,01,,21,01111,611,1,,0,0,11,0,,,,,
27,2,39,2,07,01,12,21,01161,611,1,,0,0,34,0,,,6,,
20,1,41,2,08,01,,,,,1,,0,17000,64,0,,,6,,
21,1,55,2,11,11,15,,,,1,,0,30000,34,0,,,6,,
02,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
10,2,12,1,05,01,24,,,,,2,0,0,0,0,,,6,,
08,2,22,2,10,01,14,,,,1,,0,0,42,0,,,3,,
24,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
22,2,25,2,07,01,13,,,,1,,0,0,0,0,,,6,,
21,2,46,2,08,01,,,,,,2,0,0,0,0,,,6,,
09,1,45,2,13,01,,11,01111,611,1,,5000,0,26,0,,,6,,
09,1,16,1,06,01,25,,,,,2,0,0,0,0,,,6,,
28,2,55,2,06,01,,,,,,2,0,0,0,0,,,6,,
20,2,45,2,07,01,,,,,,2,0,0,0,0,,,6,,
27,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,57,2,07,01,,,,,1,,15600,0,48,0,,,4,,
09,2,22,1,12,01,14,,,,,2,0,0,0,0,,,6,,
27,2,59,2,01,01,,,,,,2,0,0,0,0,,,6,,
19,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
21,2,66,2,01,01,,11,13111,731,1,,0,1100,15,0,,,,,
19,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
05,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
02,2,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,32,2,06,01,16,,,,,2,0,0,0,0,,,6,,
19,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,70,2,01,01,,,,,1,,0,0,14,0,,,,,
23,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
18,2,46,2,07,01,,,,,,2,0,0,0,0,,,6,,
23,1,50,2,06,01,,,,,1,,0,21000,54,0,,,2,,
36,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
28,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,25,2,12,01,14,,,,,2,0,0,0,0,,,6,,
28,1,46,2,06,01,,,,,1,,0,0,45,0,,,6,,
24,1,30,2,10,01,12,,,,1,,0,25000,50,0,,,4,,
33,1,54,2,10,01,,,,,1,,0,23700,51,0,,,4,,
01,2,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,1,68,2,01,01,,41,41001,931,1,,0,8000,28,0,,,,,
09,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,2,21,2,10,01,16,,,,,2,0,0,0,0,,,6,,
13,1,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,1,46,2,01,01,,,,,1,,0,6000,28,0,,,6,,
36,1,36,2,06,01,,41,42101,931,1,,0,0,39,0,,,6,,
03,1,29,1,07,01,16,,,,1,,10000,0,32,0,,,5,,
33,1,31,2,07,01,,,,,1,,0,0,32,0,,,6,,
23,2,24,2,10,01,12,,,,1,,0,0,0,0,,,6,,
29,2,32,2,06,01,14,,,,,1,0,0,0,0,,,5,,
27,2,50,2,01,01,,,,,,2,0,0,0,0,,,6,,
22,2,45,2,06,01,,41,42204,931,1,,0,0,38,0,,,2,,
06,2,37,2,12,16,14,,,,,1,0,0,0,0,,,1,99,2
29,1,20,1,08,01,35,,,,,2,0,0,0,0,,,6,,
33,2,55,2,01,01,05,,,,,1,0,0,0,0,,,6,,
09,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
23,2,42,2,12,01,14,,,,,2,0,0,0,0,,,6,,
08,1,25,2,06,01,12,,,,1,,0,10000,48,0,,,2,,
33,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
21,1,45,2,13,01,,,,,1,,42000,0,48,0,,,6,,
09,1,4,1,01,01,01,,,,,,0,0,0,0,,,,,
29,2,67,3,01,01,,,,,,1,0,0,0,0,,,,,
23,1,62,2,06,01,,,,,,1,0,0,0,0,,,,,
03,2,46,2,06,01,,,,,1,,0,0,0,0,,,6,,
13,1,32,2,08,01,,,,,1,,30000,0,42,0,,,1,18,1
25,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
21,1,94,2,07,01,,,,,,1,0,0,0,0,,,,,
36,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
27,1,47,1,08,01,12,21,01412,612,1,,0,32000,43,0,,,6,,
24,1,26,2,13,06,12,,,,1,,15000,0,56,0,,,6,,
10,1,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
03,2,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
03,2,40,2,01,01,,,,,1,,0,4000,28,0,,,6,,
10,2,20,1,08,01,27,,,,,2,0,0,0,0,,,6,,
28,1,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,1,01,1,01,01,05,,,,,,0,0,0,0,,,,,
18,1,55,2,13,16,12,,,,1,,90000,0,0,0,,,1,99,1
33,1,22,1,11,08,12,,,,1,,0,0,16,0,,,6,,
36,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
08,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
33,2,25,1,12,03,12,,,,,2,0,0,0,0,4,5,6,,
27,1,19,1,10,01,12,,,,1,,0,0,28,0,,,5,,
36,2,60,2,01,01,,,,,,1,0,0,0,0,,,,,
27,1,50,2,12,01,12,,,,1,,0,22000,40,0,,,2,,
10,2,20,1,08,01,27,,,,,2,0,0,0,0,,,6,,
24,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,37,1,13,01,,,,,1,,20000,0,48,0,,,4,,
06,2,40,2,01,01,,,,,,2,0,0,0,0,,,2,,
10,2,7,1,04,01,24,,,,,2,0,0,0,0,,,,,
24,1,28,1,07,01,12,,,,1,,18000,0,48,0,,,6,,
27,1,60,2,01,01,,,,,,1,0,0,0,0,,,,,
18,2,42,2,08,01,12,,,,1,,0,1500,25,28,,,3,,
09,1,30,2,10,01,12,,,,1,,0,8600,44,14,,,6,,
36,2,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,1,32,1,11,01,,,,,1,,0,50000,29,0,,,6,,
20,1,22,1,07,01,12,21,01124,631,1,,0,0,40,0,,,6,,
27,1,18,1,10,01,31,,,,1,,5000,0,36,0,,,6,,
18,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
15,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,1,24,1,10,01,31,,,,1,,0,0,0,0,,,6,,
28,2,57,3,01,01,03,,,,,2,0,0,0,0,,,6,,
32,2,40,2,07,01,,,,,,2,0,0,0,0,,,6,,
02,2,34,1,12,08,,,,,1,,8200,0,54,0,,,1,13,3
23,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,2,19,1,10,01,31,,,,,2,0,0,0,0,,,3,,
28,1,35,2,01,01,02,51,41001,711,1,,0,0,35,0,,,4,,
08,1,45,2,06,01,,,,,1,,12000,0,48,0,,,3,,
10,1,75,2,01,01,,,,,,1,0,0,0,0,,,,,
33,1,38,2,08,01,,,,,1,,12000,0,36,0,,,4,,
02,2,72,3,01,01,,,,,,1,0,0,0,0,,,,,
10,1,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
27,1,45,1,07,01,12,,,,1,,10000,0,48,0,,,4,,
36,1,24,1,13,01,16,,,,1,,15000,0,63,0,,,6,,
27,2,42,2,06,01,12,11,01412,612,1,,0,8000,44,0,,,6,,
09,2,55,2,01,01,,,,,,2,0,0,0,0,,,6,,
36,2,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
18,1,30,1,12,01,12,,,,1,,0,0,59,11,,,3,,
04,2,34,2,07,01,12,,,,1,,14200,0,36,0,,,5,,
09,2,25,2,01,01,03,,,,,1,0,0,0,0,,,6,,
27,1,22,1,08,01,12,,,,1,,0,0,23,0,,,4,,
01,1,28,1,12,01,12,,,,1,,0,0,52,0,,,4,,
33,2,28,2,08,01,14,,,,,1,0,0,0,0,,,6,,
27,2,25,2,12,01,14,,,,,2,0,0,0,0,,,6,,
10,1,24,1,10,01,12,,,,1,,0,18000,48,0,,,3,,
23,2,45,2,12,01,14,,,,,2,0,0,0,0,,,6,,
06,1,25,1,12,01,12,,,,1,,35000,0,48,0,,,6,,
27,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
18,1,34,2,07,01,12,,,,1,,0,15000,56,14,,,3,,
28,1,19,1,08,01,13,,,,1,,7000,0,40,0,,,1,,
09,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,1,39,2,10,01,12,,,,1,,15000,0,48,0,,,1,17,3
36,2,26,1,12,01,12,,,,1,,28500,0,40,0,,,4,,
24,1,42,2,07,01,,,,,1,,0,28000,79,0,,,5,,
10,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,1,42,2,05,01,13,21,01132,611,1,,0,18500,29,0,,,2,,
36,2,60,2,01,01,,41,42101,931,1,,0,0,32,0,,,,,
10,2,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
27,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
28,2,40,1,08,01,,,,,,2,0,0,0,0,,,6,,
18,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
09,1,55,2,08,01,12,,,,1,,0,10000,63,0,,,2,,
19,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,55,3,01,01,,21,01111,611,1,,0,0,0,0,,,2,,
09,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,4,1,01,01,05,,,,,,0,0,0,0,,,,,
24,2,31,1,12,01,,,,,1,,35000,0,40,0,,,6,,
05,2,68,2,01,01,,,,,,2,0,0,0,0,,,,,
18,2,55,2,06,01,,,,,,2,0,0,0,0,,,6,,
09,1,22,1,10,01,31,,,,1,,0,0,0,0,,,6,,
10,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
28,1,68,2,01,01,,,,,,1,0,0,0,0,,,,,
09,1,46,2,08,01,13,,,,1,,0,8000,46,0,,,4,,
09,1,18,1,05,01,12,,,,1,,6000,0,56,0,,,4,,
10,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
10,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,1,25,1,12,01,42,,,,,2,0,0,0,0,,,6,,
08,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
06,2,30,2,06,01,14,,,,1,,0,0,19,0,,,6,,
20,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
29,1,30,2,08,01,12,,,,1,,0,22000,60,0,,,5,,
24,1,15,1,08,01,27,,,,,2,0,0,0,0,,,6,,
28,2,38,2,05,01,16,41,42204,931,1,,0,0,0,0,,,4,,
08,2,70,2,01,01,,,,,,1,0,0,0,0,,,,,
32,2,23,1,12,01,12,,,,1,,15000,0,42,0,,,1,99,1
27,2,3,1,01,01,23,,,,,,0,0,0,0,,,,,
10,2,40,2,12,01,12,,,,1,,0,22000,49,0,,,6,,
09,2,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
28,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
36,2,42,2,12,01,,,,,,2,0,0,0,0,,,6,,
09,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
05,1,60,2,06,01,,,,,1,,0,18000,42,0,,,,,
02,2,45,2,10,01,,,,,,1,0,0,0,0,,,6,,
29,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
33,1,17,1,08,01,16,,,,,2,0,0,0,0,,,6,,
22,2,70,2,01,01,,,,,,2,0,0,0,0,,,,,
10,1,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
09,2,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
08,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,2,44,2,08,01,14,,,,,2,0,0,0,0,,,6,,
32,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
10,2,60,3,01,01,,,,,,2,0,0,0,0,,,,,
23,1,35,2,08,01,12,,,,1,,0,18650,38,0,,,2,,
10,1,22,2,10,01,12,,,,,2,0,0,0,0,3,5,6,,
19,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,22,2,10,01,13,,,,,2,0,0,0,0,,,6,,
09,1,7,1,04,01,24,,,,,2,0,0,0,0,,,,,
27,2,58,2,11,11,14,,,,,2,0,0,0,0,,,1,20,3
03,2,19,1,10,01,12,,,,1,,12000,0,48,0,,,4,,
36,1,62,2,07,01,,,,,1,,0,10000,37,0,,,,,
10,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
22,1,34,2,07,01,12,51,41001,931,1,,0,0,38,0,,,2,,
29,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
08,1,46,2,01,01,,,,,1,,0,0,56,0,,,6,,
08,1,22,2,10,01,16,,,,1,,0,0,52,0,,,1,13,3
03,1,35,2,07,01,,,,,1,,15000,0,70,0,,,6,,
34,1,58,2,07,01,12,,,,1,,0,45000,37,0,,,4,,
27,2,56,3,08,01,,,,,,2,0,0,0,0,,,6,,
19,2,40,2,12,01,,,,,,2,0,0,0,0,,,2,,
22,1,21,2,07,01,12,,,,1,,8800,0,49,0,,,4,,
22,2,55,2,01,01,,51,01131,921,1,,0,0,22,0,,,2,,
23,2,63,2,01,01,,,,,,1,0,0,0,0,,,,,
03,1,35,2,10,01,16,,,,1,,15000,0,0,0,,,6,,
27,2,24,1,11,09,14,,,,,2,0,0,0,0,2,1,1,13,2
10,1,82,3,01,01,,,,,,1,0,0,0,0,,,,,
23,2,55,2,01,01,,,,,,2,0,0,0,0,,,6,,
28,1,47,2,06,01,16,,,,1,,0,0,43,0,,,4,,
08,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
33,1,33,2,12,06,12,,,,1,,0,24000,63,0,,,4,,
10,1,68,2,01,01,,,,,1,,0,10000,15,0,,,,,
22,2,31,2,12,01,14,,,,,2,0,0,0,0,,,2,,
09,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
21,1,20,1,10,01,39,,,,,2,0,0,0,0,,,1,,
10,1,46,2,08,01,12,,,,1,,0,0,56,0,,,3,,
27,2,49,2,10,01,14,,,,1,,0,16000,40,0,,,6,,
10,1,75,2,10,01,,,,,,2,0,0,0,0,,,,,
08,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
33,1,19,1,10,01,33,,,,,2,0,0,0,0,,,6,,
12,2,19,2,07,01,15,,,,1,,10000,0,48,0,,,6,,
33,2,29,2,12,03,14,21,01461,612,1,,0,0,0,0,,,4,,
19,2,65,3,01,01,,,,,,1,0,0,0,0,,,,,
24,2,70,3,01,01,,,,,,1,0,0,0,0,,,,,
32,2,37,2,13,01,15,,,,1,,76000,0,32,0,,,1,99,3
33,1,25,1,11,08,12,,,,1,,0,0,42,0,,,3,,
09,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,32,2,01,01,,,,,1,,0,0,35,0,,,6,,
09,2,44,2,10,01,,,,,,2,0,0,0,0,,,6,,
24,1,50,2,06,01,12,,,,1,,0,20000,39,0,,,2,,
27,2,54,3,08,01,,,,,,2,0,0,0,0,,,6,,
29,1,40,2,07,01,13,51,01299,921,1,,0,0,35,0,,,6,,
23,1,46,2,06,01,13,,,,1,,0,0,48,0,,,6,,
05,1,37,2,08,01,12,31,49225,833,1,,0,0,0,0,,,3,,
19,2,47,2,01,01,03,21,01124,631,1,,0,0,12,0,,,2,,
09,2,20,1,06,01,14,,,,,2,0,0,0,0,,,3,,
20,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,42,2,05,01,,,,,1,,0,16000,58,0,,,4,,
10,1,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
05,2,22,2,07,01,14,,,,,1,0,0,0,0,,,6,,
08,2,48,2,01,01,,,,,1,,0,0,42,0,,,3,,
06,1,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
23,1,42,2,13,01,,,,,1,,0,55000,68,0,,,1,17,1
24,2,68,2,01,01,,,,,,2,0,0,0,0,,,,,
24,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,2,17,1,07,01,26,,,,,2,0,0,0,0,,,6,,
10,1,58,1,01,01,,,,,,2,0,0,0,0,,,6,,
25,1,18,1,07,01,12,,,,1,,15000,0,84,0,,,3,,
10,2,25,2,12,01,32,,,,,2,0,0,0,0,,,6,,
21,1,36,2,07,01,,51,41001,931,1,,0,7500,42,0,,,2,,
27,2,55,2,08,01,,,,,1,,0,0,25,0,,,2,,
24,2,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
16,1,38,2,08,01,,,,,1,,0,20000,42,0,,,4,,
22,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
06,1,35,2,10,01,12,,,,1,,13000,0,48,0,,,6,,
01,1,38,2,12,01,12,,,,1,,30353,0,35,0,,,4,,
09,1,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
27,2,42,2,06,01,14,,,,,1,0,0,0,0,,,2,,
10,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
35,1,26,1,08,01,12,,,,1,,18000,0,66,0,,,1,13,2
32,1,42,2,07,01,16,,,,1,,27000,0,48,0,,,5,,
18,2,38,2,07,01,14,,,,1,,0,1250,24,7,,,2,,
10,1,40,2,10,01,12,,,,1,,0,16000,56,0,,,2,,
32,1,60,2,08,01,,11,38110,961,1,,0,8000,58,0,,,,,
33,2,60,3,01,01,,41,42204,931,1,,0,0,27,0,,,,,
08,2,17,1,10,01,31,,,,,2,0,0,0,0,,,6,,
