st,sex,age,marst,gedu_lvl,tedu_lvl,curr_att,sas,ind_sas,ocu_sas,wrk_365,evr_wrk,ern_reg,ern_self,tothrs_wrk,totadl_wrk,dur_unp,eff_pas,voc,voc_fld,voc_typ
09,2,15,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,2,47,2,07,01,,21,01111,611,1,,0,0,0,0,,,2,,
09,2,75,3,01,01,,,,,,1,0,0,0,0,,,,,
27,2,32,2,10,01,,,,,,2,0,0,0,0,,,6,,
21,2,37,2,07,01,14,,,,,2,0,0,0,0,,,6,,
09,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
05,1,70,2,01,01,,,,,1,,0,6000,44,0,,,,,
24,1,65,2,07,01,,21,01412,612,1,,0,8000,52,0,,,,,
32,1,21,1,10,01,15,,,,,2,0,0,0,0,1,1,6,,
10,2,42,2,06,01,14,,,,,2,0,0,0,0,,,6,,
20,1,42,2,07,01,,11,01124,631,1,,0,0,44,0,,,6,,
03,1,30,2,07,01,,,,,1,,9500,0,72,0,,,6,,
21,1,58,2,08,01,12,,,,1,,48700,0,48,0,,,4,,
01,1,50,2,07,01,12,,,,1,,18000,0,42,0,,,4,,
03,1,21,1,07,01,12,,,,1,,8000,0,38,0,,,3,,
18,2,30,2,08,01,12,21,47211,522,1,,0,2500,46,0,,,4,,
14,2,9,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,1,29,2,10,01,16,,,,1,,0,0,53,0,,,6,,
33,2,48,2,06,01,12,41,42204,931,1,,0,4750,32,0,,,6,,
09,1,4,1,01,01,23,,,,,,0,0,0,0,,,,,
24,1,50,2,08,01,,,,,1,,0,15000,56,0,,,6,,
18,1,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
33,2,76,3,06,01,,,,,,2,0,0,0,0,,,,,
32,2,45,2,12,01,,,,,1,,37000,0,40,0,,,4,,
18,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,2,50,2,01,01,04,,,,,2,0,0,0,0,,,6,,
33,1,20,1,10,01,12,,,,1,,8500,0,60,0,,,1,17,2
09,2,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
33,2,56,2,12,01,12,,,,1,,50000,0,48,0,,,4,,
07,1,45,4,12,03,,,,,1,,60000,0,40,0,,,1,08,1
19,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
36,2,5,1,01,01,23,,,,,2,0,0,0,0,,,,,
09,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
27,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
18,2,70,2,05,01,,,,,,2,0,0,0,0,,,,,
14,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,68,3,01,01,,,,,,2,0,0,0,0,,,,,
03,1,72,2,10,01,,,,,1,,0,0,60,0,,,,,
17,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
09,1,7,1,04,01,24,,,,,2,0,0,0,0,,,,,
33,2,80,3,06,01,,,,,,2,0,0,0,0,,,,,
32,1,39,2,08,01,,11,82990,524,1,,20000,0,54,0,,,6,,
09,1,30,2,07,01,,11,01111,611,1,,0,0,48,0,,,4,,
23,1,25,1,07,01,12,,,,1,,0,0,17,0,,,2,,
23,1,28,1,07,01,13,,,,1,,0,0,40,0,,,6,,
06,2,19,1,07,01,15,,,,,2,0,0,0,0,,,2,,
09,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
08,1,23,1,08,01,12,21,01500,633,1,,0,0,28,0,,,6,,
06,1,71,2,08,01,,,,,,1,0,0,0,0,,,,,
08,1,48,2,01,01,,,,,1,,0,0,53,0,,,6,,
23,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
18,1,32,1,07,01,12,,,,1,,0,18000,59,0,,,3,,
18,1,42,2,07,01,,,,,1,,0,20000,48,0,,,6,,
19,2,65,2,05,01,,,,,,2,0,0,0,0,,,,,
32,1,50,2,08,01,16,,,,,1,0,0,0,0,,,5,,
21,1,46,2,06,01,12,,,,1,,0,12000,61,0,,,4,,
32,1,21,1,10,01,12,,,,1,,15000,0,60,0,,,5,,
18,2,33,2,12,01,15,,,,1,,7000,0,48,0,,,1,13,3
08,2,25,1,01,01,11,21,01111,631,1,,0,0,0,0,,,2,,
23,1,40,2,10,01,,11,01124,631,1,,0,0,32,0,,,2,,
23,2,51,2,01,01,,,,,,1,0,0,0,0,,,2,,
22,1,25,2,12,01,14,,,,1,,0,6000,40,0,,,4,,
20,1,49,2,01,01,02,,,,1,,0,12000,48,0,,,3,,
23,2,28,2,10,01,14,,,,,1,0,0,0,0,,,6,,
21,2,43,2,12,01,15,21,01124,611,1,,0,0,18,0,,,2,,
23,2,18,2,07,01,14,,,,,2,0,0,0,0,,,6,,
32,1,24,1,10,01,12,,,,1,,15000,0,60,0,,,1,10,3
09,1,3,1,01,01,05,,,,,,0,0,0,0,,,,,
08,2,69,2,01,01,,,,,1,,0,0,16,0,,,,,
08,2,48,2,01,01,04,,,,1,,0,7000,39,0,,,2,,
10,1,33,1,12,01,,,,,,2,0,0,0,0,3,5,6,,
23,1,23,1,07,01,12,,,,1,,0,0,28,0,,,6,,
20,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
03,1,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,1,48,2,08,01,12,,,,1,,0,24580,38,0,,,3,,
24,1,38,2,07,01,,12,01112,611,1,,12000,0,48,0,,,4,,
10,2,28,2,01,01,03,,,,,2,0,0,0,0,,,6,,
03,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
23,2,25,2,13,01,14,,,,,2,0,0,0,0,,,6,,
06,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,2,42,2,08,01,14,,,,,2,0,0,0,0,,,6,,
24,2,34,2,05,01,,,,,,2,0,0,0,0,,,6,,
22,2,19,1,10,01,31,21,01124,611,1,,0,0,0,0,,,2,,
08,2,26,2,12,01,14,,,,,2,0,0,0,0,,,6,,
06,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,2,25,1,12,16,15,,,,1,,0,0,0,0,,,6,,
27,2,42,2,05,01,,,,,1,,0,0,49,0,,,6,,
33,2,15,1,08,01,27,,,,,2,0,0,0,0,,,6,,
03,2,28,2,10,01,14,,,,,2,0,0,0,0,,,6,,
23,1,72,2,10,01,,,,,,1,0,0,0,0,,,,,
24,2,4,1,01,01,23,,,,,,0,0,0,0,,,,,
17,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
33,2,60,2,06,01,,,,,,1,0,0,0,0,,,,,
24,1,17,1,10,01,31,,,,,2,0,0,0,0,,,6,,
17,2,53,3,07,01,12,41,42101,931,1,,0,10450,34,0,,,2,,
34,1,45,2,08,01,12,,,,1,,0,0,40,0,,,4,,
09,1,43,2,06,01,,,,,1,,0,16000,72,0,,,5,,
18,1,18,1,07,01,16,,,,,2,0,0,0,0,4,7,6,,
09,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,72,2,01,01,,,,,,1,0,0,0,0,,,,,
10,1,30,2,10,01,12,,,,1,,0,0,35,21,,,6,,
21,2,61,2,05,01,,,,,,2,0,0,0,0,,,,,
06,1,40,2,10,01,12,,,,1,,0,36500,62,0,,,4,,
27,1,54,2,07,01,,,,,1,,15000,0,72,0,,,6,,
19,2,40,2,01,01,,21,01139,611,1,,0,0,19,0,,,2,,
21,1,40,2,07,01,,,,,,2,0,0,0,0,,,6,,
15,1,31,1,12,06,,,,,,2,0,0,0,0,,,5,,
09,2,32,2,07,01,14,,,,,2,0,0,0,0,,,6,,
29,2,41,2,05,01,14,,,,,2,0,0,0,0,,,6,,
09,2,4,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,35,2,07,01,12,,,,1,,3000,0,28,0,,,6,,
06,2,31,2,08,01,12,,,,1,,0,0,21,0,,,3,,
09,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
10,1,23,2,01,01,12,,,,1,,0,0,40,0,,,6,,
02,1,16,1,07,01,26,,,,,2,0,0,0,0,,,6,,
09,2,65,2,01,01,,,,,,2,0,0,0,0,,,,,
18,2,47,2,06,01,12,,,,1,,6000,0,42,0,,,6,,
18,2,27,1,07,01,12,,,,1,,2500,0,34,10,,,4,,
19,1,34,2,12,01,,,,,1,,0,0,28,0,,,4,,
06,1,6,1,01,01,23,,,,,2,0,0,0,0,,,,,
23,1,26,2,10,01,12,,,,1,,0,0,38,0,,,6,,
09,1,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
28,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
10,2,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,2,21,1,08,01,14,,,,,2,0,0,0,0,,,6,,
27,2,79,2,05,01,,,,,,2,0,0,0,0,,,,,
18,1,32,2,06,01,12,,,,1,,0,0,28,0,,,4,,
18,1,27,1,07,01,12,,,,1,,0,0,48,0,,,6,,
19,2,22,1,12,01,15,,,,,2,0,0,2,0,,,6,,
06,2,33,2,08,01,,,,,1,,0,0,0,0,,,6,,
28,2,40,2,01,01,14,,,,1,,0,0,0,0,,,6,,
08,1,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
23,1,24,1,12,03,12,,,,1,,78000,0,56,0,,,5,,
09,2,20,1,12,01,14,,,,,2,0,0,0,0,,,6,,
28,2,14,1,08,01,27,,,,,2,0,0,0,0,,,6,,
36,1,82,2,12,01,,,,,,1,0,0,0,0,,,,,
20,2,55,2,01,01,12,,,,1,,0,0,40,0,,,6,,
22,1,45,2,05,01,12,51,41002,931,1,,0,19500,54,0,,,2,,
10,1,16,1,07,01,26,,,,,2,0,0,0,0,,,6,,
21,2,45,1,12,01,,,,,1,,10000,0,36,0,,,1,13,3
19,1,18,1,08,01,13,,,,,2,0,0,0,0,5,5,6,,
08,2,60,2,01,01,,,,,1,,0,0,56,0,,,,,
18,1,31,1,12,01,15,,,,1,,0,30000,51,0,,,6,,
10,1,20,1,10,01,31,,,,,2,0,0,0,0,,,3,,
08,1,60,2,12,01,,,,,,1,0,0,0,0,,,,,
32,1,67,2,01,01,,51,01222,611,1,,0,4000,33,0,,,,,
19,2,58,2,01,01,,,,,,2,0,0,0,0,,,6,,
23,1,28,2,12,01,12,,,,1,,0,0,32,0,,,6,,
08,1,23,2,07,01,12,,,,1,,0,18000,62,0,,,2,,
10,1,45,2,07,01,15,,,,1,,0,21000,41,0,,,3,,
09,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,1,62,2,06,01,,11,01124,631,1,,0,15000,70,6,,,,,
23,2,84,3,01,01,,,,,,1,0,0,0,0,,,,,
10,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,1,51,2,06,01,12,11,01124,611,1,,0,8000,56,0,,,2,,
23,1,18,1,07,01,12,,,,1,,0,0,18,0,,,2,,
10,2,60,2,08,01,,,,,1,,0,0,17,0,,,,,
18,2,22,1,06,01,12,,,,1,,0,15000,31,0,,,2,,
04,2,23,1,12,01,16,,,,1,,0,0,0,0,,,6,,
33,2,47,2,10,01,,,,,1,,0,12000,23,0,,,6,,
10,1,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,70,2,08,01,,,,,,1,0,0,0,0,,,,,
05,1,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
22,1,32,2,10,01,12,,,,1,,0,9670,51,0,,,5,,
09,2,32,2,01,01,14,,,,,2,0,0,0,0,,,6,,
36,2,29,2,10,01,12,,,,,1,0,0,0,0,,,6,,
24,2,37,2,10,01,,,,,,2,0,0,0,0,,,6,,
28,2,12,1,07,01,26,,,,,2,0,0,0,0,,,6,,
29,1,35,2,11,11,,,,,1,,17000,0,0,0,,,4,,
19,2,45,2,07,01,,,,,1,,0,6500,30,0,,,2,,
23,2,13,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
09,1,21,1,11,11,31,21,01111,611,1,,0,0,0,0,,,2,,
08,2,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
20,1,49,2,01,01,,,,,1,,0,10000,43,0,,,2,,
22,1,18,1,08,01,27,31,56101,513,1,,7000,0,48,0,,,4,,
23,1,53,2,07,01,12,,,,1,,0,13500,9,9,,,2,,
08,1,75,2,01,01,,,,,,1,0,0,0,0,,,,,
19,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
09,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
24,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
08,1,25,2,12,11,12,,,,1,,0,25000,56,0,,,6,,
21,2,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
08,2,30,2,01,01,12,,,,1,,0,0,56,0,,,2,,
07,2,40,2,12,01,14,,,,,2,0,0,0,0,,,6,,
03,1,81,2,11,08,,,,,,1,0,0,0,0,,,,,
09,1,31,2,08,01,,,,,1,,0,25000,56,0,,,5,,
08,2,45,2,01,01,,,,,1,,0,0,49,0,,,6,,
24,2,26,2,07,01,13,,,,,2,0,0,0,0,,,6,,
09,2,60,2,01,01,,,,,,2,0,0,0,0,,,,,
14,2,42,2,05,01,,,,,1,,0,0,59,0,,,5,,
33,2,17,1,10,01,16,,,,,2,0,0,0,0,,,6,,
21,1,35,2,07,01,12,,,,1,,0,18000,80,0,,,6,,
19,1,21,1,08,01,12,,,,1,,14000,0,48,0,,,4,,
10,2,11,1,05,01,24,,,,,2,0,0,0,0,,,,,
36,1,63,2,06,01,,,,,,1,0,0,0,0,,,,,
13,2,27,1,07,01,16,,,,1,,0,0,0,0,,,6,,
09,2,58,2,01,01,,,,,,2,0,0,0,0,,,6,,
09,1,6,1,01,01,23,,,,,2,0,0,0,0,,,,,
33,2,43,2,10,01,,,,,1,,0,0,35,0,,,6,,
01,2,37,3,07,01,14,,,,,2,0,0,0,0,,,6,,
09,2,82,3,01,01,,,,,,1,0,0,0,0,,,,,
11,2,60,3,01,01,,,,,,2,0,0,0,0,,,,,
08,1,38,2,08,01,12,,,,1,,0,40000,73,0,,,6,,
23,2,6,1,04,01,24,,,,,2,0,0,0,0,,,,,
08,1,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,1,70,2,07,01,,,,,1,,0,26000,59,0,,,,,
22,1,55,2,01,01,,,,,1,,0,0,56,0,,,6,,
28,1,10,1,06,01,25,,,,,2,0,0,0,0,,,,,
28,1,70,2,01,01,,,,,,1,0,0,0,0,,,,,
01,2,61,2,01,01,,11,01412,612,1,,0,13000,31,0,,,,,
29,2,49,2,12,01,15,,,,,2,0,0,0,0,,,6,,
14,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
19,1,62,2,01,01,,11,01162,611,1,,0,0,43,0,,,,,
09,2,22,2,12,01,14,,,,,2,0,0,0,0,,,6,,
27,2,38,2,07,01,,,,,,2,0,0,0,0,,,6,,
14,1,46,2,07,01,12,,,,1,,0,21500,33,0,,,2,,
25,2,47,2,05,01,,,,,,2,0,0,0,0,,,6,,
29,1,17,1,07,01,13,,,,1,,0,0,43,0,,,5,,
08,1,17,1,10,01,31,,,,,2,0,0,0,0,,,6,,
09,2,30,2,10,01,14,,,,,2,0,0,0,0,,,6,,
24,2,78,2,01,01,,,,,,2,0,0,0,0,,,,,
20,1,17,1,07,01,26,,,,,2,0,0,0,0,,,6,,
29,2,23,2,07,01,14,,,,,2,0,0,0,0,,,6,,
18,2,62,3,06,01,,,,,,2,0,0,0,0,,,,,
23,1,25,2,10,01,12,,,,1,,0,0,39,17,,,6,,
09,2,14,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,1,28,2,07,01,12,21,01124,611,1,,0,12600,53,16,,,4,,
09,2,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
15,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
22,1,20,1,07,01,12,21,01124,631,1,,13000,0,56,0,,,3,,
33,2,70,3,05,01,,,,,1,,0,0,42,0,,,,,
09,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
22,2,38,2,05,01,,,,,1,,0,0,36,0,,,2,,
14,1,1,1,01,01,05,,,,,,0,0,0,0,,,,,
27,1,0,1,01,01,05,,,,,,0,0,0,0,,,,,
27,2,40,2,01,01,12,,,,1,,0,0,18,0,,,6,,
24,1,14,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,34,2,01,01,12,,,,1,,0,0,56,0,,,6,,
27,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
15,1,45,2,07,01,,,,,1,,40000,0,40,0,,,3,,
21,2,10,1,06,01,25,,,,,2,0,0,0,0,,,,,
29,2,32,2,07,01,14,,,,1,,22600,0,60,0,,,4,,
12,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
27,2,29,4,12,01,15,,,,,2,0,0,0,0,,,6,,
20,2,25,2,07,01,14,,,,,2,0,0,0,0,,,6,,
27,1,22,1,08,01,12,,,,1,,0,0,56,0,,,5,,
19,2,42,2,06,01,14,,,,,2,0,0,0,0,,,6,,
23,1,42,2,13,01,,,,,1,,0,0,35,0,,,6,,
29,1,3,1,01,01,01,,,,,,0,0,0,0,,,,,
22,2,56,2,01,01,14,,,,,2,0,0,0,0,,,6,,
28,2,26,2,10,01,31,,,,,1,0,0,0,0,,,6,,
01,2,43,2,08,01,,11,01139,611,1,,0,2500,12,0,,,6,,
29,1,18,1,08,01,16,,,,,2,0,0,0,0,1,7,6,,
33,2,67,2,08,01,,,,,,2,0,0,0,0,,,,,
06,2,46,2,01,01,16,,,,,2,0,0,0,0,,,6,,
10,1,14,1,05,01,16,,,,,2,0,0,0,0,,,6,,
09,2,60,3,01,01,,,,,,2,0,0,0,0,,,,,
20,1,19,1,10,01,31,,,,,2,0,0,0,0,,,6,,
22,1,52,2,07,01,12,,,,1,,0,10000,38,0,,,4,,
10,2,27,2,13,01,15,,,,,2,0,0,0,0,,,6,,
27,2,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,5,1,04,01,23,,,,,2,0,0,0,0,,,,,
08,2,21,1,11,01,30,,,,,2,0,0,0,0,,,6,,
33,2,21,2,10,01,14,,,,,2,0,0,0,0,,,6,,
09,1,35,2,07,01,16,21,01124,631,1,,0,0,53,0,,,6,,
09,2,40,2,06,01,14,21,01500,613,1,,0,0,0,0,,,6,,
36,1,40,2,01,01,12,,,,1,,0,0,40,0,,,6,,
10,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,2,66,3,06,01,,,,,,2,0,0,0,0,,,,,
09,2,28,2,10,01,14,,,,,2,0,0,0,0,,,6,,
10,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
27,1,72,2,06,01,,,,,,1,0,0,0,0,,,,,
09,2,7,1,04,01,24,,,,,2,0,0,0,0,,,,,
08,1,27,1,07,01,12,21,01412,632,1,,0,8000,70,0,,,6,,
09,2,30,2,07,01,,,,,,2,0,0,0,0,,,2,,
22,2,45,2,07,01,,11,01124,611,1,,0,3500,52,0,,,3,,
21,2,34,2,07,01,14,21,01124,611,1,,0,0,29,0,,,2,,
09,2,18,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,2,17,1,08,01,27,,,,,2,0,0,0,0,,,6,,
09,1,55,2,10,01,,11,46632,332,1,,0,25000,35,0,,,3,,
28,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
23,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
22,2,47,2,10,01,,,,,1,,0,15000,28,0,,,5,,
20,2,65,2,01,01,,,,,,1,0,0,0,0,,,,,
14,2,46,2,06,01,,,,,,1,0,0,0,0,,,5,,
24,2,42,2,07,01,,,,,1,,8000,0,56,0,,,3,,
09,1,30,1,01,01,05,,,,1,,0,7500,56,0,,,3,,
24,2,36,2,08,01,,,,,1,,9000,0,36,0,,,4,,
09,2,40,2,01,01,,,,,1,,0,2850,39,0,,,6,,
11,1,16,1,07,01,26,,,,,2,0,0,0,0,,,6,,
11,1,23,1,07,01,16,,,,,1,0,0,0,0,4,7,6,,
09,1,20,1,01,01,02,,,,1,,0,0,48,0,,,2,,
24,2,1,1,01,01,05,,,,,,0,0,0,0,,,,,
29,2,26,2,08,01,12,,,,1,,6000,0,46,0,,,6,,
08,1,20,1,07,01,13,,,,1,,0,0,40,0,,,6,,
27,2,58,2,01,01,,,,,1,,0,0,30,0,,,2,,
06,2,27,2,11,08,14,,,,1,,0,0,0,0,,,1,13,3
23,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
09,2,70,2,01,01,,,,,,2,0,0,0,0,,,,,
09,1,2,1,01,01,05,,,,,,0,0,0,0,,,,,
23,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
36,2,52,1,01,01,05,,,,,2,0,0,0,0,,,6,,
36,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
29,1,34,2,10,01,,,,,1,,0,21000,16,0,,,6,,
08,2,39,2,08,01,13,,,,,1,0,0,0,0,,,6,,
10,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,1,30,2,10,01,,,,,1,,0,8000,31,0,,,1,13,3
33,1,22,1,08,01,14,,,,,2,0,0,0,0,5,4,6,,
23,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
03,2,75,3,01,01,,,,,,1,0,0,0,0,,,,,
09,1,25,2,08,01,16,,,,1,,0,13500,56,0,,,3,,
09,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
27,2,38,2,08,01,,,,,,2,0,0,0,0,,,6,,
24,1,19,1,07,01,12,,,,1,,10000,0,40,0,,,6,,
08,1,22,1,13,01,16,,,,,2,0,0,0,0,3,1,6,,
29,2,60,2,06,01,,21,01412,612,1,,0,0,11,0,,,,,
06,2,24,2,10,01,14,,,,,2,0,0,0,0,,,6,,
09,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,2,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
19,1,38,2,07,01,12,,,,1,,15000,0,57,12,,,4,,
22,2,26,1,12,16,14,,,,,2,0,0,0,0,,,6,,
20,2,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
08,1,22,2,07,01,12,,,,1,,6000,0,56,0,,,3,,
12,2,28,1,12,01,15,,,,1,,37008,0,48,0,,,1,17,1
20,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
24,1,13,1,06,01,25,,,,,2,0,0,0,0,,,6,,
21,1,19,1,10,01,37,,,,,2,0,0,0,0,,,6,,
10,2,52,2,01,01,,,,,,2,0,0,0,0,,,6,,
09,1,29,2,06,01,12,,,,1,,0,0,49,0,,,6,,
32,1,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
28,2,27,1,10,01,16,,,,,2,0,0,0,0,,,6,,
10,1,40,2,12,01,,,,,1,,0,18000,40,0,,,1,99,3
02,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
33,1,61,2,01,01,,41,42204,931,1,,0,8650,16,0,,,,,
08,2,42,3,01,01,,,,,1,,0,15800,31,25,,,3,,
08,2,14,1,01,01,02,,,,1,,0,0,29,0,,,6,,
20,2,68,2,08,01,,,,,,2,0,0,0,0,,,,,
29,2,22,1,10,01,31,,,,,2,0,0,0,0,,,6,,
10,1,15,1,07,01,26,,,,,2,0,0,0,0,,,6,,
23,1,30,2,12,01,,11,01116,611,1,,0,23720,56,0,,,6,,
10,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,1,48,2,12,01,,,,,1,,0,14000,67,0,,,6,,
10,2,3,1,01,01,05,,,,,,0,0,0,0,,,,,
15,2,10,1,05,01,24,,,,,2,0,0,0,0,,,,,
24,1,56,2,08,01,,,,,1,,0,18800,54,0,,,3,,
18,1,51,2,12,01,,,,,1,,0,50000,45,0,,,1,99,2
21,1,5,1,01,01,05,,,,,2,0,0,0,0,,,,,
17,1,21,1,10,01,31,,,,1,,0,0,0,0,,,6,,
23,2,39,2,06,01,14,21,01111,611,1,,0,0,26,0,,,6,,
24,1,24,1,07,01,12,,,,1,,0,16000,63,0,,,5,,
09,2,35,2,07,01,,,,,,2,0,0,0,0,,,6,,
10,2,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
36,2,20,1,10,01,31,,,,,2,0,0,0,0,,,6,,
14,2,28,1,07,01,12,,,,1,,0,8250,42,0,,,5,,
18,1,35,2,12,01,,,,,1,,0,16500,49,17,,,3,,
08,2,35,2,06,01,,,,,,1,0,0,0,0,,,3,,
10,1,17,1,08,01,27,,,,,2,0,0,0,0,,,1,99,2
23,1,61,3,12,01,,,,,1,,50000,0,48,0,,,,,
09,2,4,1,01,01,23,,,,,,0,0,0,0,,,,,
06,2,67,3,01,01,,,,,,2,0,0,0,0,,,,,
29,2,12,1,06,01,25,,,,,2,0,0,0,0,,,6,,
19,2,22,1,11,11,31,,,,,2,0,0,0,0,,,6,,
09,1,20,1,12,13,29,,,,,2,0,0,0,0,,,6,,
27,2,42,2,06,01,14,,,,1,,0,3200,20,0,,,6,,
33,1,18,1,10,01,31,,,,,2,0,0,0,0,,,6,,
20,2,63,2,01,01,,,,,,1,0,0,0,0,,,,,
08,2,42,2,13,01,,,,,1,,12500,0,20,0,,,1,13,3
21,2,39,2,13,06,14,,,,,2,0,0,0,0,,,6,,
09,2,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
10,2,3,1,04,01,05,,,,,,0,0,0,0,,,,,
10,1,6,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,2,42,2,10,01,14,,,,,2,0,0,0,0,,,3,,
33,1,35,2,07,01,,,,,1,,15000,0,72,0,,,6,,
03,2,2,1,01,01,05,,,,,,0,0,0,0,,,,,
09,2,38,3,01,01,,,,,1,,0,2500,22,24,,,2,,
03,1,58,2,01,01,,,,,,1,0,0,0,0,,,6,,
08,2,56,2,07,01,16,,,,,2,0,0,0,0,,,6,,
24,1,4,1,04,01,23,,,,,,0,0,0,0,,,,,
23,1,30,2,08,01,,51,41001,931,1,,0,0,28,0,,,6,,
23,1,70,2,01,01,,,,,1,,8500,0,48,0,,,,,
01,1,42,3,01,01,,,,,1,,0,5000,35,0,,,6,,
09,1,35,2,06,01,16,,,,1,,0,0,26,0,,,6,,
10,1,60,2,01,01,,,,,1,,0,17500,56,0,,,,,
08,2,24,1,13,01,15,,,,,2,0,0,0,0,1,1,1,99,3
33,2,63,2,13,06,,,,,,1,0,0,0,0,,,,,
08,1,42,2,06,01,,,,,1,,0,0,24,0,,,4,,
33,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
27,2,40,2,05,01,,11,01124,631,1,,0,0,0,0,,,6,,
18,2,8,1,05,01,24,,,,,2,0,0,0,0,,,,,
05,1,60,2,06,01,,21,01500,633,1,,5000,0,42,0,,,,,
09,1,6,1,04,01,24,,,,,2,0,0,0,0,,,,,
27,1,65,2,05,01,,,,,,1,0,0,0,0,,,,,
33,2,45,2,12,01,14,,,,,1,0,0,0,0,,,6,,
23,1,15,1,06,01,25,,,,,2,0,0,0,0,,,6,,
24,1,62,2,05,01,,,,,1,,0,40000,56,0,,,,,
28,1,15,1,08,01,27,,,,,2,0,0,0,0,,,6,,
24,1,25,1,13,01,12,,,,1,,27000,0,48,0,,,4,,
06,2,50,2,06,01,,,,,,2,0,0,0,0,,,3,,
06,2,0,1,01,01,05,,,,,,0,0,0,0,,,,,
08,2,34,2,12,01,,,,,,1,0,0,0,0,,,1,13,2
10,2,11,1,06,01,25,,,,,2,0,0,0,0,,,,,
02,2,65,3,01,01,,,,,,1,0,0,0,0,,,,,
10,1,7,1,05,01,24,,,,,2,0,0,0,0,,,,,
08,1,20,1,08,01,15,,,,,2,0,0,0,0,,,6,,
29,2,16,1,08,01,27,,,,,2,0,0,0,0,,,6,,
